ID,Title,Company,Location,Date Posted
engineer,Senior Frontend Engineer (React) - GB,Moniepoint,Lagos,PostedPosted 23 days ago
engineer,Implementation Engineer,IT Horizons Nigeria LTD,Lagos,EmployerActive 3 days ago
engineer,Software Engineer (Laravel/PHP & ReactJS),OXYMON SOLUTIONS LTD,Lagos,EmployerActive 2 days ago
engineer,Senior Backend Software Engineer (PHP) - Fully Remote Job,Openprovider,Nigeria,EmployerActive 5 days ago
engineer,Senior Civil Engineer,Trucrete Solutions,Lagos,EmployerActive 6 days ago
engineer,Engineering Manager,Nosagie Holdings,Benin City,EmployerActive 8 days ago
engineer,Senior Quality Assurance Engineer,Duplo,Lagos,PostedPosted 18 days ago
engineer,DevOps Engineer,INFINION TECHNOLOGIES LIMITED,Lagos,PostedPosted 30+ days ago
engineer,"Tooling Engineer - Lagos, Nigeria",BURN MANUFACTURING,Lagos,PostedPosted 30+ days ago
engineer,"Quality Assurance/ Quality control Analyst (Engineers) MARYLAND,LAGOS",LEITUNG GATE LIMITED,Lagos,PostedPosted 23 days ago
engineer,"Engineer, Core Banking",Shara Inc,Lagos,PostedPosted 30+ days ago
engineer,Mobile Software Engineer - Onsite,Tech4mation Ltd,Lagos,EmployerActive 3 days ago
engineer,Umbilical Engineer,QED International Oil and Gas Nigeria Limited,Port Harcourt,EmployerActive 18 days ago
engineer,Field Service Engineer & Technician,Daystar Power,Abuja,EmployerActive 13 days ago
engineer,Automation Engineer,Andster Engineering,Lagos,EmployerActive 3 days ago
engineer,Senior Backend Engineer,Kuda Technologies Ltd,Lagos,EmployerActive 9 days ago
engineer,FIELD INSTALLATION ELECTRICAL ENGINEERS (SOLAR/INVERTERS),PSC SOLAR UK,Lagos,EmployerActive 11 days ago
engineer,Sales Engineer,ITM Services Limited,Port Harcourt,EmployerActive 2 days ago
engineer,Frontend Engineer (Angular),Vendease,Lagos,PostedPosted 30+ days ago
engineer,Senior Backend Engineer (Java),Moniepoint,Lagos,PostedPosted 30+ days ago
engineer,SENIOR NETWORK CONSULTING ENGINEER,Arit of Africa,Lagos,PostedPosted 30+ days ago
engineer,Graduate Trainee - Metallurgist and Civil Engineer,African Industries Group,Kaduna,EmployerActive 10 days ago
engineer,Cloud Support Engineer,Ekovolt,Lagos,PostedPosted 20 days ago
engineer,Software Engineering Team Lead (Servicing),Prodigy Finance Limited,Zamfara,PostedPosted 30 days ago
engineer,Service Fulfillment Engineer Port Harcourt,IPNX NIGERIA LIMITED,Port Harcourt,EmployerActive 3 days ago
engineer,Senior Engineer: Cloud Infrastructure,Cellulant Group,Nigeria,PostedPosted 30+ days ago
engineer,Senior Software Engineer (Backend),Reliance Health,Lagos,EmployerActive 6 days ago
engineer,QA Engineer,Kuda Technologies Ltd,Lagos,EmployerActive 4 days ago
engineer,Technical Sales Engineer,Pipeline Repairs Limited,Lagos,EmployerActive 5 days ago
engineer,Intermediate Data Engineer,Deimos,Kebbi,EmployerActive 13 days ago
engineer,Manufacturing Engineering Manager - Nigeria,BURN MANUFACTURING,Kano,PostedPosted 30+ days ago
engineer,Fibre Optics field engineer,Fibrehub Internetworking Services LTD,Ikeja,EmployerActive 26 days ago
engineer,Electrical Engineer,Talenthub Hr Network,Shagamu,PostedPosted 2 days ago
engineer,Battery Cell Engineer,VoltaEV,Lagos,PostedPosted 30+ days ago
engineer,Live Sound Engineer and Music Producer,Tenstrings Music Institute,Lagos,PostedPosted 30+ days ago
engineer,Android Engineer,Kuda Technologies Ltd,Lagos,EmployerActive 7 days ago
engineer,Electrical Engineer (Construction/Real Estate),Ascentech Services Ltd,Benin City,EmployerActive 2 days ago
engineer,Research Software Engineer,Moniepoint,Lagos,PostedPosted 30+ days ago
engineer,Crypto Data Engineer (Nigeria- Remote),Token Metrics,Nigeria,PostedPosted 30+ days ago
engineer,Subsea Structural Engineer,QED International Oil and Gas Nigeria Limited,Port Harcourt,EmployerActive 18 days ago
engineer,DevOps Engineer,Kuda Technologies Ltd,Lagos,EmployerActive 7 days ago
engineer,Network Service Engineer,IPNX NIGERIA LIMITED,Lagos,EmployerActive 3 days ago
engineer,Software Engineer,Let's Go There,Lagos,PostedPosted 30+ days ago
engineer,Senior Platform engineer.,Carbon,Lagos,PostedPosted 30+ days ago
engineer,Senior IOS Engineer,LemFi,Lagos,PostedPosted 20 days ago
engineer,Senior Cloud Solutions Engineer,Paga,Yaba,PostedPosted 30+ days ago
engineer,Ruby on Rails Engineer,Quidax,Nigeria,PostedPosted 30+ days ago
engineer,Senior Engineering Manager: Release Engineering,Cellulant Group,Nigeria,PostedPosted 30+ days ago
engineer,Quality Assurance and Control Civil Engineer,Trucrete Solutions,Lagos,EmployerActive 6 days ago
engineer,Data Engineer,INFINION TECHNOLOGIES LIMITED,Lagos,PostedPosted 30+ days ago
engineer,IT Infrastructure/ DevOps / Systems Engineer Trainee (May 2024),Bincom Dev Center,Lagos,EmployerActive 2 days ago
engineer,Software Engineer (Backend),Prunedge Development Technologies,Lagos,EmployerActive 5 days ago
engineer,Sales Engineer,Engineering Automation Technology Limited,Lagos,EmployerActive 5 days ago
engineer,Senior Fullstack Software Engineer & Tech lead,VPDMONEY,Lagos,PostedPosted 1 day ago
engineer,OSP Planning and Design Engineer,IPNX NIGERIA LIMITED,Lagos,EmployerActive 24 days ago
engineer,Senior Cloud Infrastructure Engineer,Carbon,Lagos,PostedPosted 30+ days ago
engineer,Consulting - Generative AI Engineer/Developer,Deloitte,Lagos,PostedPosted 30+ days ago
engineer,Engineering - Drill Team Quality Representative Coordinator III,KIMERIC NIGERIA LIMITED,Port Harcourt,EmployerActive 2 days ago
engineer,CIW Engineers,VoltaEV,Lagos,PostedPosted 30+ days ago
engineer,Project Engineer,Daystar Power,Lagos,PostedPosted 30+ days ago
engineer,Web Engineer,Kuda Technologies Ltd,Lagos,EmployerActive 6 days ago
engineer,INSTRUMENTAL/ ELECTRICAL ENGINEER,Fosad Consulting,Warri,PostedPosted 30+ days ago
engineer,Senior Backend Engineer,Kora,Lagos,EmployerActive 8 days ago
engineer,INFRASTRUCTURE SECURITY ENGINEER,GVA Partners,Lagos,PostedPosted 3 days ago
engineer,React Native Engineer,Kuda Technologies Ltd,Lagos,EmployerActive 4 days ago
engineer,Sales Engineer,Fronthill Limited,Lagos,EmployerActive 3 days ago
engineer,Senior Software Engineer (Frontend),Reliance Health,Lagos,EmployerActive 5 days ago
engineer,Crypto QA Automation Engineer (Nigeria-Remote),Token Metrics,Nigeria,PostedPosted 30+ days ago
engineer,Instrumental/ Mechanical Engineer,Fosad Consulting,Warri,PostedPosted 30+ days ago
engineer,"Senior Software Engineer - SE4 (Repay, Service, Collections)",Prodigy Finance Limited,Zamfara,PostedPosted 30+ days ago
engineer,Frontend Engineer (Angular and React),Moniepoint,Nigeria,PostedPosted 30+ days ago
engineer,Middleware Engineer,Tek Experts,Lagos,PostedPosted 30+ days ago
engineer,Senior Data Engineer,Deimos,Kebbi,EmployerActive 14 days ago
engineer,"Manager, Software Engineering",Deloitte,Lagos,PostedPosted 30+ days ago
engineer,Simulation Engineers,VoltaEV,Lagos,PostedPosted 30+ days ago
engineer,Battery Systems Engineer,VoltaEV,Lagos,PostedPosted 30+ days ago
engineer,Alternative Fuel Platform Engineer,Machineyard.com.ng,Lagos,PostedPosted 30+ days ago
engineer,Lead Chassis Engineer,VoltaEV,Lagos,PostedPosted 30+ days ago
engineer,Application Security Engineer,Kora,Lagos,EmployerActive 11 days ago
engineer,"Senior Engineer, Scrum",Flutterwave,Lekki,PostedPosted 30+ days ago
engineer,"Electrical, Instrumentation (E&I) and Telecom Engineering Design Coordinator",Vantegral Consulting,Port Harcourt,EmployerActive 5 days ago
engineer,Blockchain Engineer (Nigeria-Remote),Token Metrics,Nigeria,PostedPosted 12 days ago
engineer,Enterprise NOC Back Office Engineer,JSK Consulting Group,Lagos,EmployerActive 3 days ago
engineer,Technical Sales Engineer,Selfa,Lagos,PostedPosted 30+ days ago
engineer,Senior Engineer: Database,Cellulant Group,Lagos,EmployerActive 7 days ago
engineer,Core Banking Engineer,Tek Experts,Lagos,PostedPosted 30+ days ago
engineer,Senior iOS Engineer.,Carbon,Lagos,PostedPosted 30+ days ago
engineer,Senior Data Engineer,Reliance Health,Lagos,EmployerActive 13 days ago
engineer,Software Engineering Manager,Reliance Health,Lagos,EmployerActive 11 days ago
engineer,Quality Assurance/ Quality control Analyst (Engineers) PORT-HARCOURT,LEITUNG GATE LIMITED,Port Harcourt,EmployerActive 4 days ago
engineer,Senior Backend Engineer,M-KOPA,Lagos,PostedPosted 30+ days ago
engineer,Senior Software Engineer (.NET Core/C# - Remote),Deel,Lagos,PostedPosted 30+ days ago
engineer,Senior React Native Engineer (Hybrid),Kuda Technologies Ltd,Lagos,EmployerActive 6 days ago
engineer,Associate Application Security Engineer,M-KOPA,Lagos,PostedPosted 30+ days ago
engineer,Senior Engineer: Networks,Cellulant Group,Lagos,EmployerActive 19 days ago
engineer,Civil Engineers,Chariot,Lagos,EmployerActive 6 days ago
engineer,Full-Stack Engineer - NextGen (.NET/Vue),Deel,Lagos,PostedPosted 30+ days ago
engineer,Network/Data Centre Engineer -Dispatch,DeRisk Technologies,Lagos,PostedPosted 30+ days ago
engineer,IOS Engineer,Kuda Technologies Ltd,Lagos,PostedPosted 30+ days ago
engineer,Software Engineering Team Lead,M-KOPA,Lagos,PostedPosted 30+ days ago
engineer,Senior Analytics Engineer,M-KOPA,Lagos,PostedPosted 30+ days ago
